from,to,arrival_time,time_index,length,maxspeed,flood_level,effective_time,risk,cost,geometry
212389808,212389603,1816.0,30,65.40831652298107,7.465277777777778,9.017747621866669e-06,8.761672166799325,2.926319244275868e-07,4.380836229715625,"LINESTRING (13481583.99850699 1650734.8073656433, 13481519.110375805 1650754.0698608563)"
212389603,33172860,1824.7616721667994,30,95.686291106405,11.11111111111111,0.0099211359789413,8.611766199576449,0.0003167528450301058,4.30604147621074,"LINESTRING (13481554.74374481 1650640.2096265252, 13481556.157502344 1650645.1690661334, 13481565.063061602 1650673.8440818076, 13481583.99850699 1650734.8073656433)"
33172860,9929359339,1833.373438366376,30,4.114840133905217,11.11111111111111,0.1190338504456337,1.234452040171565,0.0005507059226909837,0.617501373047128,"LINESTRING (13481554.74374481 1650640.2096265252, 13481553.541494306 1650636.1247060027)"
9929359339,42908622,1834.6078904065475,30,85.61717329224022,11.11111111111111,0.0865103014513219,7.70554559630162,0.0024902806803816123,3.854017938491001,"LINESTRING (13481553.541494306 1650636.1247060027, 13481550.35775687 1650624.4337821968, 13481537.82318221 1650580.2131421037, 13481532.268339617 1650561.272969751, 13481529.229317518 1650550.92837373)"
42908622,21322211,1842.3134360028491,30,156.4849513765462,11.11111111111111,0.0514553878870275,14.08364562388916,0.0026978084509004983,7.04317171617003,"LINESTRING (13481529.229317518 1650550.92837373, 13481521.871099176 1650525.8436090269, 13481491.647857428 1650432.4548605517, 13481479.64761632 1650396.7840400967)"
21322211,42001080,1856.3970816267383,30,25.215507844157017,11.11111111111111,0.1297736133493126,7.564652353247106,0.003683078999208445,3.7841677161231573,"LINESTRING (13481470.853376543 1650372.2172302133, 13481474.782954572 1650383.3096884787, 13481479.64761632 1650396.7840400967)"
42001080,42001059,1863.9617339799854,31,49.209327072412925,11.11111111111111,0.0402577691233684,4.428839436517164,0.0006630109937920965,2.214751223755478,"LINESTRING (13481453.576591576 1650324.3148965028, 13481468.203972666 1650364.7723984113, 13481470.853376543 1650372.2172302133)"
42001059,42001029,1868.3905734165025,31,50.723788439743295,11.11111111111111,0.023288157845465,4.565140959576897,0.0003946715106765514,2.2827678155437865,"LINESTRING (13481433.338708147 1650275.8833478168, 13481453.576591576 1650324.3148965028)"
42001029,21322208,1872.9557143760794,31,232.36179112350385,11.11111111111111,0.023292107115796,20.91256120111535,0.001808267283311261,10.45718473419933,"LINESTRING (13481433.338708147 1650275.8833478168, 13481409.093323056 1650222.7917071714, 13481392.562378671 1650189.4340127148, 13481386.027924564 1650176.247437157, 13481348.769290991 1650092.3874217814, 13481343.648594417 1650080.6392174354, 13481341.667107482 1650076.094125156, 13481332.538909236 1650057.6261004026)"
21322208,9767730512,1893.8682755771947,31,177.3064051927455,11.11111111111111,0.0326363966169275,15.957576467347096,0.0019351758701367345,7.979755821608617,"LINESTRING (13481255.68393279 1649891.023266394, 13481277.357837649 1649937.2448276838, 13481278.749331286 1649940.2135044204, 13481287.332064025 1649958.6008975767, 13481332.538909236 1650057.6261004026)"
9767730512,41990731,1909.8258520445418,31,12.961628383837242,11.11111111111111,0.4189249602102096,3.888488515151173,0.006285878690745645,1.9473871969209593,"LINESTRING (13481255.68393279 1649891.023266394, 13481250.129090203 1649878.8148970432)"
41990731,212398856,1913.714340559693,31,48.80836991819932,11.11111111111111,0.2472070363329517,14.642510975459796,0.013737762351383031,7.3281243689055895,"LINESTRING (13481250.129090203 1649878.8148970432, 13481230.381012537 1649832.3287945464)"
212398856,212398735,1928.3568515351528,32,27.191924770971312,11.11111111111111,0.2736388680338858,8.157577431291394,0.008493694477505972,4.08303556288445,"LINESTRING (13481219.015292527 1649806.588878137, 13481223.77976673 1649817.5890358894, 13481228.577636784 1649828.3475630211, 13481230.381012537 1649832.3287945464)"
212398735,7455811334,1936.5144289664443,32,35.548988130552914,11.11111111111111,0.1366639160616256,10.664696439165875,0.0054718385934643884,5.33508413887967,"LINESTRING (13481203.909237625 1649773.0476317822, 13481219.015292527 1649806.588878137)"
7455811334,7455811335,1947.1791254056102,32,11.099968815191598,11.11111111111111,1.906688685048e-05,0.9989971933672439,7.054741765941144e-08,0.4994986319573308,"LINESTRING (13481199.534381637 1649762.4272052762, 13481203.909237625 1649773.0476317822)"
7455811335,41982265,1948.1781225989773,32,123.37750009076798,7.465277777777778,3.207874104372e-05,16.526846523786595,1.963563446643587e-06,8.26342424367502,"LINESTRING (13481074.533725424 1649757.1457597408, 13481087.76961288 1649762.6803464838, 13481093.424643014 1649764.7860211777, 13481100.2262639 1649766.511984172, 13481120.51980707 1649770.3896481306, 13481129.11367176 1649771.1375655797, 13481137.028487552 1649770.7923729082, 13481199.534381637 1649762.4272052762)"
